w_20.7K,Gp_20.7K,w_20.7K,Gpp_20.7K,w_44.1k,Gp_44.1k,w_44.1k,Gpp_44.1k,w_97k,Gp_97k,w_97k,Gpp_97k,w_201k,Gp_201k,w_201k,Gpp_201k
2.0612517068912544,2.980260266327146,2.0612517068912544,4.378612433786005,1.002395191837187,2.846240025256313,1.002395191837187,4.282562346161279,-0.10115648263362778,2.973859921443082,-0.10115648263362778,4.344569249017253,-1.1211879840115975,3.1641542963560485,-1.1211879840115975,4.428902192867093
2.1129298711378426,3.0832419953743746,2.1129298711378426,4.430047865020717,1.0647688764378567,2.9707028290693698,1.0647688764378567,4.344709000091044,-0.02763581142214167,3.1204298240343946,-0.02763581142214167,4.417717036924185,-1.037363964301344,3.3307679881153827,-1.037363964301344,4.5119807659804945
2.164608035384431,3.1861240698180264,2.164608035384431,4.481418671362836,1.1271425610385264,3.0950713326983057,1.1271425610385264,4.406780436573,0.045884859789344395,3.2668109389402282,0.045884859789344395,4.490715550109956,-0.9535399445910906,3.496901642509988,-0.9535399445910906,4.594713458415544
2.216286199631019,3.28888031263429,2.216286199631019,4.532707846510183,1.1895162456391963,3.219314457436802,1.1895162456391963,4.468751878939591,0.11940553100083048,3.4129283246506614,0.11940553100083048,4.563505576448675,-0.869715924880837,3.66233736614826,-0.869715924880837,4.676943357450232
2.2679643638776072,3.391477869824988,2.2679643638776072,4.583894027593462,1.251889930239866,3.343391013259015,1.251889930239866,4.530590499501347,0.19292620221231652,3.5586779182897574,0.19292620221231652,4.636004937034474,-0.7858919051705837,3.826763817876104,-0.7858919051705837,4.75844634384052
2.319642528124196,3.49387562482083,2.319642528124196,4.634950449028756,1.3142636148405358,3.4672465097038265,1.3142636148405358,4.592252887944442,0.26644687342380263,3.7039158121651217,0.26644687342380263,4.708100069546624,-0.7020678854603302,3.9897420520703153,-0.7020678854603302,4.838906609365187
2.371320692370784,3.5960223050088636,2.371320692370784,4.685843685790583,1.3766372994412055,3.5908090375193575,1.3766372994412055,4.653681788083464,0.3399675446352887,3.8484441353740295,0.3399675446352887,4.779634986294662,-0.6182438657500767,4.1506650761067165,-0.6182438657500767,4.91788773263178
2.4229988566173724,3.697854260988022,2.4229988566173724,4.736532167304805,1.4390109840418752,3.713984008685303,1.4390109840418752,4.714801940655735,0.41348821584677475,3.9919929812547084,0.41348821584677475,4.850397216025419,-0.5344198460398233,4.308716460829313,-0.5344198460398233,4.994803146395017
2.4746770208639606,3.79929292434593,2.4746770208639606,4.786964456250521,1.5013846686425452,3.8366475396371627,1.5013846686425452,4.775514872544638,0.48700888705826084,4.134198238201261,0.48700888705826084,4.920100706891689,-0.45059582632956985,4.462840399573346,-0.45059582632956985,5.0688947445631465
2.526355185110549,3.900241992940663,2.526355185110549,4.83707730989746,1.5637583532432149,3.9586383022670826,1.5637583532432149,4.835692512510636,0.5605295582697469,4.2745761748772555,0.5605295582697469,4.988366513485238,-0.3667718066193164,4.611744596290023,-0.3667718066193164,5.139234394948786
2.578033349357137,4.000584459664821,2.578033349357137,4.886793578589448,1.6261320378438846,4.079747786343451,1.6261320378438846,4.895169620958416,0.634050229481233,4.412497541712441,0.634050229481233,5.0547036818040585,-0.2829477869090629,4.753962805910241,-0.2829477869090629,5.204766194329798
2.6297115136037252,4.100179695509172,2.6297115136037252,4.936020049065236,1.6885057224445545,4.199709169544092,1.6885057224445545,4.953735241216045,0.7075709006927191,4.547167048744805,0.7075709006927191,5.118495273098748,-0.19912376719880953,4.8879944568408495,-0.19912376719880953,5.26439972613081
2.681389677850314,4.198860918716362,2.681389677850314,4.9846454087849255,1.750879407045224,4.318185446850722,1.750879407045224,5.011123768470226,0.7810915719042051,4.67761815643489,0.7810915719042051,5.178997693698114,-0.11529974748855601,5.012504546567457,-0.11529974748855601,5.31714094170772
2.7330678420969017,4.296433515104556,2.7330678420969017,5.032538584045679,1.813253091645894,4.4347581978608455,1.813253091645894,5.067006842325881,0.8546122431156912,4.802736754050965,0.8546122431156912,5.235364156647381,-0.031475727778302647,5.126518798821601,-0.031475727778302647,5.362218114353018
2.7847460063434903,4.392674786534279,2.7847460063434903,5.079547771663276,1.8756267762465637,4.548919389872384,1.8756267762465637,5.120988108281446,0.9281329143271773,4.921327199267959,0.9281329143271773,5.286702394662573,0.05234829193195092,5.229530064064275,0.05234829193195092,5.399155814409303
2.8364241705900786,4.487335736026515,2.8364241705900786,5.125500510982284,1.9380004608472334,4.660069811250323,1.9380004608472334,5.172603849815444,1.0016535855386635,5.032225823691341,1.0016535855386635,5.332169051098336,0.13617231164220422,5.3214805081411605,0.13617231164220422,5.427787711522538
2.888102334836667,4.5801453704521915,2.888102334836667,5.170205091375963,2.0003741454479034,4.767528725933259,2.0003741454479034,5.2213332284076825,1.0751742567501494,5.134448293371176,1.0751742567501494,5.371087322000999,0.21999633135245775,5.402668248426179,0.21999633135245775,5.448244107693318
2.939780499083255,4.670817644305744,2.939780499083255,5.2134534302434465,2.062747830048573,4.87055940311536,2.062747830048573,5.266621752099062,1.1486949279616354,5.227334359594631,1.1486949279616354,5.403056464097758,0.3038203510627113,5.473659236523861,0.3038203510627113,5.460946336809443
2.9914586633298432,4.759060575103103,2.9914586633298432,5.2550252972523595,2.125121514649243,4.968413331016262,2.125121514649243,5.30791981757004,1.2222155991731216,5.310642226657261,1.2222155991731216,5.428015183850408,0.3876443707729647,5.535235739561264,0.3876443707729647,5.466594434787412
3.043136827576432,4.844586361996262,3.043136827576432,5.294693483543607,2.1874951992499128,5.060391486626934,2.1874951992499128,5.344734237883698,1.2957362703846076,5.384559040023183,1.2957362703846076,5.446236077603202,0.47146839048321826,5.588352853719005,0.47146839048321826,5.466112892679924
3.0948149918230197,4.927120829996916,3.0948149918230197,5.332229374832452,2.2498688838505823,5.145914548019178,2.2498688838505823,5.37668519061524,1.3692569415960938,5.4496294615526075,1.3692569415960938,5.458258675165611,0.5552924101934715,5.634071445236287,0.5552924101934715,5.460549000323777
3.1464931560696083,5.006410579566191,3.1464931560696083,5.367408546364641,2.312242568451252,5.224587868218979,2.312242568451252,5.4035562496578535,1.4427776128075798,5.506637187369421,1.4427776128075798,5.464792692903734,0.6391164299037251,5.673471660314355,0.6391164299037251,5.45095649785603
3.1981713203161966,5.0822270719010065,3.1981713203161966,5.4000164875751455,2.374616253051922,5.2962450794975755,2.374616253051922,5.425324253210111,1.516298284019066,5.556483114710726,1.516298284019066,5.466624981866671,0.7229404496139784,5.707573377292764,0.7229404496139784,5.438302903413878
3.2498494845627848,5.154368328903612,3.2498494845627848,5.429855165746231,2.4369899376525916,5.360958828699757,2.4369899376525916,5.442160540897057,1.589818955230552,5.6000890626171005,1.589818955230552,5.4645481845719095,0.806764469324232,5.737283810013679,0.806764469324232,5.423418013974377
3.301527648809373,5.222660284051981,3.301527648809373,5.4567514129066925,2.499363622253261,5.4190170623128,2.499363622253261,5.454403996694542,1.663339626442038,5.638334645122761,1.663339626442038,5.459312959073738,0.8905884890344855,5.763375635720542,0.8905884890344855,5.406978924351883
3.353205813055961,5.28696021725588,3.353205813055961,5.480567667598373,2.561737306853931,5.470873640281107,2.561737306853931,5.462514874675829,1.7368602976535241,5.672021798882612,1.7368602976535241,5.451598792532761,0.9744125087447388,5.786487507733237,0.9744125087447388,5.3895179949179095
3.4048839773025494,5.347163685438808,3.4048839773025494,5.501214405144979,2.624110991454601,5.517087815462484,2.624110991454601,5.467022298261053,1.81038096886501,5.701858558420357,1.81038096886501,5.4419984442800065,1.0582365284549922,5.807137156038607,1.0582365284549922,5.371442942089271
3.4565621415491377,5.40321430615579,3.4565621415491377,5.518662160606395,2.6864846760552705,5.558266428746669,2.6864846760552705,5.468476551658577,1.8839016400764963,5.728455144349065,1.8839016400764963,5.4310123778299975,1.142060548165246,5.825740197009528,1.142060548165246,5.353060107850773
3.5082403057957263,5.455113751587584,3.5082403057957263,5.532950190045835,2.7488583606559405,5.59501748081302,2.7488583606559405,5.467412269229546,1.9574223112879823,5.75232750494013,1.9574223112879823,5.419051114374449,1.2258845678754993,5.842628998916231,1.2258845678754993,5.33459382472971
3.559918470042314,5.502928472609695,3.559918470042314,5.544189110079441,2.8112320452566104,5.627917819626158,2.8112320452566104,5.464323988449206,2.0309429824994685,5.773905705640194,2.0309429824994685,5.40644401751162,1.3097085875857526,5.858068587426203,1.3097085875857526,5.316203860007279
3.6115966342889028,5.546790415895369,3.6115966342889028,5.552556271360215,2.87360572985728,5.6574939082920555,2.87360572985728,5.459652999731141,2.1044636537109547,5.793545339694144,2.1044636537109547,5.3934505335054155,1.393532607296006,5.87227080764261,1.393532607296006,5.298003787909227
3.663274798535491,5.586890855434862,3.663274798535491,5.558284535021559,2.93597941445795,5.684213236552578,2.93597941445795,5.453783043308934,2.1779843249224404,5.811539063369298,2.1779843249224404,5.3802696291251655,1.4773566270062597,5.885407113956641,1.4773566270062597,5.280073248044025
3.714952962782079,5.623468479108323,3.714952962782079,5.561646704795099,2.99835309905862,5.708483334871765,2.99835309905862,5.447041225214082,2.2515049961339266,5.828126242146908,2.2515049961339266,5.367049134397189,1.561180646716513,5.897617644652953,1.561180646716513,5.262460915051502
3.7666311270286674,5.656794204037383,3.7666311270286674,5.562938541947966,3.0607267836592893,5.730654896562083,3.0607267836592893,5.439700838627501,2.325025667345413,5.843501955621665,2.325025667345413,5.353898546341482,1.6450046664267663,5.909016504769974,1.6450046664267663,5.245188163790424
3.8183092912752556,5.687155481947704,3.8183092912752556,5.562462975416109,3.1231004682599592,5.75102623178413,3.1231004682599592,5.431985455390999,2.3985463385568986,5.857826707731278,2.3985463385568986,5.340900345243123,1.7288286861370201,5.919696285361864,1.7288286861370201,5.2282604615706685
3.8699874555218443,5.714842269815513,3.8699874555218443,5.560517198591939,3.1854741528606287,5.769848362172706,3.1854741528606287,5.424075810721299,2.472067009768385,5.871234506014853,2.472067009768385,5.328111937162467,1.8126527058472734,5.929733651574339,1.8126527058472734,5.211679692568209
3.921665619768432,5.740135879687386,3.921665619768432,5.557383368151029,3.2478478374612987,5.787331473764836,3.2478478374612987,5.416119169865826,2.545587680979871,5.883836634064055,2.545587680979871,5.315563470319311,1.8964767255575268,5.939194840827659,1.8964767255575268,5.195445337093985
3.9733437840150208,5.76330107570185,3.9733437840150208,5.553322924265516,3.3102215220619686,5.803652493703744,3.3102215220619686,5.4082371003928476,2.619108352191357,5.895723428887693,2.619108352191357,5.303265475740213,1.98030074526778,5.948138383013398,1.98030074526778,5.179540661678772
4.0250219482616085,5.784581260374943,4.0250219482616085,5.548574104869102,3.372595206662638,5.81896170660903,3.372595206662638,5.400527979157106,2.692629023402843,5.906968741432323,2.692629023402843,5.2912252122140275,2.064124764978034,5.956613624981192,2.064124764978034,5.163919147674859
4.076700112508197,5.804196292955058,4.076700112508197,5.543351881469099,3.434968891263308,5.833386538108867,3.434968891263308,5.393066417510525,2.766149694614329,5.917636739862449,2.766149694614329,5.2794519900032535,2.147948784688287,5.964658131829071,2.147948784688287,5.148518168331759
4.128378276754786,5.822342274462152,4.128378276754786,5.537849363094516,3.4973425758639776,5.847033255774652,3.4973425758639776,5.38590616560288,2.8396703658258153,5.9277854395480505,2.8396703658258153,5.267942194908042,2.2317728043985405,5.972300131863279,2.2317728043985405,5.133301034305941
4.180056441001374,5.839192550077085,4.180056441001374,5.5322398989578465,3.5597162604646475,5.85998934970512,3.5597162604646475,5.3790893172767875,2.913191037037301,5.9374642699457585,2.913191037037301,5.256664753254995,2.3155968241087943,5.979567255941457,2.3155968241087943,5.118279628589226
4.231734605247961,5.854899330579889,4.231734605247961,5.526679592291623,3.6220899450653175,5.872328144967836,3.6220899450653175,5.372656087809776,2.9867117082487873,5.946710736847205,2.9867117082487873,5.245573320224035,2.3994208438190476,5.986493353212289,2.3994208438190476,5.1034682500492
4.28341276949455,5.8695956628617125,4.28341276949455,5.5213102620516405,3.684463629665987,5.884113982633891,3.684463629665987,5.366646561041603,3.0602323794602735,5.955552954010819,3.0602323794602735,5.234637838942526,2.483244863529301,5.993113799501174,2.483244863529301,5.088796125545308
4.335090933741139,5.8833977228022425,4.335090933741139,5.516262681480131,3.746837314266657,5.8954048305306115,3.746837314266657,5.36109343410941,3.1337530506717597,5.964017358202121,3.1337530506717597,5.22385685146551,2.5670688832395543,5.999451589948494,2.5670688832395543,5.074081978296255
4.386769097987727,5.896407357099907,4.386769097987727,5.511659420546901,3.8092109988673264,5.906251316176886,3.8092109988673264,5.356015148430768,3.2072737218832454,5.972133481676498,3.2072737218832454,5.213228410229167,2.650892902949808,6.005509217126045,2.650892902949808,5.059136024418162
4.438447262234315,5.9087145662212075,4.438447262234315,5.5076165231749,3.8715846834679963,5.9166946840352095,3.8715846834679963,5.351419696809082,3.2807943930947316,5.979929947526675,3.2807943930947316,5.202708074122432,2.7347169226600614,6.0112782938259635,2.7347169226600614,5.0439162932752115
4.490125426480903,5.920399526934756,4.490125426480903,5.504243933722503,3.9339583680686663,5.926767220775866,3.9339583680686663,5.347318491467157,3.354315064306218,5.987425714569914,3.354315064306218,5.192206549268967,2.8185409423703147,6.016761194871718,2.8185409423703147,5.028576359264498
4.541803590727492,5.931534007527221,4.541803590727492,5.501645544051687,3.9963320526693358,5.936496028316953,3.9963320526693358,5.343738096603897,3.4278357355177036,5.994626644693178,3.4278357355177036,5.181642325580883,2.9023649620805685,6.021984806024809,2.9023649620805685,5.0133114624475095
4.59348175497408,5.94218247700926,4.59348175497408,5.499919963638063,4.058705737270006,5.945907360805772,4.058705737270006,5.340718320316296,3.50135640672919,6.001532430125802,3.50135640672919,5.171002231821807,2.9861889817908214,6.026990668474199,2.9861889817908214,4.998096986866866
4.645159919220668,5.952403456586832,4.645159919220668,5.499162146990659,4.121079421870675,5.955027868740333,4.121079421870675,5.33829853912883,3.574877077940676,6.00814781914252,3.574877077940676,5.160345137397589,3.070013001501075,6.031805842697259,3.070013001501075,4.982552599958104
4.696838083467256,5.962251439863811,4.696838083467256,5.499464516566103,4.183453106471346,5.963881946240319,4.183453106471346,5.336506860288662,3.648397749152162,6.01448675164146,3.648397749152162,5.149737081862596,3.153837021211329,6.036417017888954,3.153837021211329,4.966106226253041
4.7485162477138445,5.971779141684686,4.7485162477138445,5.500915550976984,4.245826791072015,5.97248812897279,4.245826791072015,5.335365312262856,3.721918420363648,6.020564276175509,3.721918420363648,5.139180981429674,3.237661040921582,6.040770182452372,3.237661040921582,4.948406829900486
4.800194411960433,5.981039362431166,4.800194411960433,5.503594811118219,4.308200475672685,5.980858453280648,4.308200475672685,5.334909207922259,3.795439091575134,6.026382988036149,3.795439091575134,5.128625788162022,3.3214850606318356,6.044799807157323,3.3214850606318356,4.929741650900654
4.851872576207022,5.990085773469136,4.851872576207022,5.507565518816965,4.370574160273355,5.989001929191015,4.370574160273355,5.335204691821452,3.8689597627866203,6.031927090319851,3.8689597627866203,5.118080745801465,3.4053090803420893,6.048470693544674,3.4053090803420893,4.911192277558161
4.90355074045361,5.998972467111584,4.90355074045361,5.5128674788608265,4.4329478448740245,5.996929461654732,4.4329478448740245,5.336349497041575,3.9424804339981065,6.037172131279564,3.9424804339981065,5.107766585071938,3.4891331000523422,6.051808133691087,3.4891331000523422,4.894392714031893
4.955228904700197,6.007752791347579,4.955228904700197,5.519512951224874,4.495321529474694,6.004656330562346,4.495321529474694,5.338457634690855,4.016001105209592,6.042106150242361,4.016001105209592,5.098187112313859,3.572957119762596,6.054900981153369,3.572957119762596,4.880947496864778
5.006907068946786,6.016478300975025,5.006907068946786,5.527486037191636,4.557695214075364,6.012200861366855,4.557695214075364,5.341643960860947,4.089521776421078,6.046748774217736,4.089521776421078,5.090043543793734,3.6567811394728498,6.057877915896012,3.6567811394728498,4.8717513632964105
5.058585233193375,6.025198338301818,5.058585233193375,5.536743727890677,4.620068898676033,6.0195817939211205,4.620068898676033,5.346024010890736,4.163042447632565,6.051155706916654,4.163042447632565,5.084011668627588,3.7406051591831027,6.060867684636261,3.7406051591831027,4.866538604639234
5.1102633974399625,6.033959974987369,5.1102633974399625,5.547215879470364,4.682442583276703,6.026818457507766,4.682442583276703,5.351727649110261,4.2365631188440505,6.055404815153503,4.2365631188440505,5.080493088185649,3.8244291788933564,6.063956810265485,3.8244291788933564,4.863909575289074
5.161941561686551,6.042807312008152,5.161941561686551,5.558802931729886,4.744816267877374,6.03393560880467,4.744816267877374,5.358907218955726,4.310083790055537,6.059569699125628,4.310083790055537,5.0794823238036075,3.9082531986036093,6.067158288025257,3.9082531986036093,4.861852945774096
5.213619725933139,6.051778997283686,5.213619725933139,5.5713733390274705,4.807189952478042,6.040970485208555,4.807189952478042,5.3677192076797375,4.383604461267023,6.06369265134996,4.383604461267023,5.080641045174138,3.992077218313863,6.070403884277799,3.992077218313863,4.858542606048938
5.265297890179728,6.060903521313643,5.265297890179728,5.584765312968519,4.869563637078713,6.04797681175392,4.869563637078713,5.378276375302994,4.457125132478509,6.067769929590612,4.457125132478509,5.083560837605416,4.075901238024117,6.07356627960714,4.075901238024117,4.853088482486294
5.316976054426316,6.070193136260722,5.316976054426316,5.598797581333593,4.931937321679382,6.055021434318356,4.931937321679382,5.39059119048874,4.530645803689995,6.0717576266774245,4.530645803689995,5.088087719137662,4.15972525773437,6.076503865219674,4.15972525773437,4.845983948187617
5.368654218672904,6.079638469436359,5.368654218672904,5.613290924168537,4.994311006280052,6.0621732102034125,4.994311006280052,5.404542387763871,4.604166474901481,6.075596787320887,4.604166474901481,5.094541197092742,4.2435492774446235,6.0791085826885025,4.2435492774446235,4.839125033433066
5.420332382919492,6.089206375435125,5.420332382919492,5.628097558683848,5.056684690880722,6.069487994548027,5.056684690880722,5.419886170814917,4.677687146112967,6.079246591556364,4.677687146112967,5.103712164372056,4.327373297154877,6.081336466391246,4.327373297154877,4.8354024644807785
5.4720105471660805,6.098842927826118,5.4720105471660805,5.6431312843116315,5.119058375481392,6.0769954409043585,5.119058375481392,5.4363102003681165,4.751207817324453,6.082711164777695,4.751207817324453,5.116633871493572,4.41119731686513,6.08321275420762,4.41119731686513,4.837983201133464
5.523688711412669,6.108481865471595,5.523688711412669,5.658389598606185,5.181432060082061,6.084692100130934,5.181432060082061,5.453508908087892,4.824728488535939,6.08605070022807,4.824728488535939,5.134226014882704,4.495021336575384,6.084818321786974,4.495021336575384,4.849502425202443
5.575366875659257,6.118056926544898,5.575366875659257,5.673960465081849,5.2438057446827315,6.09254221730743,5.2438057446827315,5.471254614287902,4.898249159747425,6.089375869297205,4.898249159747425,5.156962787871514,4.578845356285638,6.086270641390625,4.578845356285638,4.871433194810412
5.627045039905846,6.127515122173531,5.627045039905846,5.690010464716123,5.306179429283401,6.100485025897741,5.306179429283401,5.489448567054992,4.971769830958912,6.09282973346664,4.971769830958912,5.184693971878719,4.662669375995891,6.087708970950022,4.662669375995891,4.903833154454287
5.678723204152433,6.136827663247649,5.678723204152433,5.706756269551005,5.3685531138840705,6.108446721402439,5.3685531138840705,5.508147423458126,5.045290502170397,6.0965621211899155,5.045290502170397,5.216672978915333,4.746493395706144,6.089286191707133,4.746493395706144,4.945494326928403
5.730401368399022,6.145996005400871,5.730401368399022,5.724426080617823,5.430926798484741,6.116355918114266,5.430926798484741,5.527563966991162,5.118811173381884,6.100700624109746,5.118811173381884,5.251762311209903,4.830317415416397,6.091163975640635,4.830317415416397,4.99435008191091
5.782079532645611,6.155051935551867,5.782079532645611,5.743220444926914,5.49330048308541,6.124161176808411,5.49330048308541,5.548037732420052,5.19233184459337,6.105323407243781,5.19233184459337,5.28873531917368,4.914141435126651,6.093505129609076,4.914141435126651,5.047941114540519
5.8337576968921985,6.164052243492844,5.8337576968921985,5.763281826893749,5.55567416768608,6.131847363913521,5.55567416768608,5.569972166018338,5.2658525158048555,6.110442340401489,5.2658525158048555,5.3265800375722385,4.997965454836905,6.0964569405481726,4.997965454836905,5.103816829198401
5.885435861138786,6.173069837437531,5.885435861138786,5.784679389409489,5.61804785228675,6.1394458685038416,5.61804785228675,5.593746514955478,5.339373187016342,6.116006645622333,5.339373187016342,5.364718272009762,5.081789474547158,6.100123316993018,5.081789474547158,5.159855169145634
5.937114025385375,6.182183871842483,5.937114025385375,5.807410555388465,5.68042153688742,6.147034382217752,5.68042153688742,5.619626735388976,5.412893858227828,6.121931720280024,5.412893858227828,5.4030725419214205,5.1656134942574115,6.104533194831319,5.1656134942574115,5.214531049418325
5.988792189631964,6.191471410659412,5.988792189631964,5.831415820659641,5.742795221488089,6.154725419281515,5.742795221488089,5.647706674494573,5.486414529439314,6.1281445774162,5.486414529439314,5.441957225550046,5.249437513967665,6.109625058445916,5.249437513967665,5.267125453751664
6.040470353878552,6.201002364235362,6.040470353878552,5.856599910580898,5.805168906088759,6.162647176594207,5.805168906088759,5.677900550444517,5.5599352006508,6.134625310566127,5.5599352006508,5.481841663933863,5.333261533677918,6.115270071928941,5.333261533677918,5.317789434297904
6.09214851812514,6.210838153415112,6.09214851812514,5.882851931432189,5.867542590689429,6.170923359236783,5.867542590689429,5.709985374056291,5.633455871862286,6.1414242911568495,5.633455871862286,5.523096931429253,5.417085553388172,6.121336176433596,5.417085553388172,5.367357916630966
6.143826682371728,6.221033246535166,6.143826682371728,5.910059516970407,5.929916275290099,6.179658804564098,5.929916275290099,5.743670997920095,5.706976543073772,6.148648583676445,5.706976543073772,5.5658427257687775,5.500909573098426,6.127761786303719,5.500909573098426,5.416922158219888
6.1955048466183165,6.231637934281408,6.1955048466183165,5.938115673726873,5.992289959890768,6.188934957456641,5.992289959890768,5.778667523995408,5.780497214285258,6.156428175883412,5.780497214285258,5.609945161989241,5.5847335928086785,6.1345935896705,5.5847335928086785,5.4673515296433255
6.247183010864905,6.242700768538575,6.247183010864905,5.966920164663511,6.054663644491439,6.198814624307282,6.054663644491439,5.814727506720691,5.854017885496744,6.164882019141684,5.854017885496744,5.6551275475917056,5.668557612518932,6.141966984413819,5.668557612518932,5.519019239789524
6.298861175111493,6.254269842628134,6.298861175111493,5.996378521819993,6.117037329092108,6.209351372576541,6.117037329092108,5.851657341197571,5.92753855670823,6.1741010592783665,5.92753855670823,5.701105598513854,5.752381632229186,6.150048456395208,5.752381632229186,5.5718428562027755
6.350539339358082,6.2663929973220975,6.350539339358082,6.026401104491771,6.179411013692778,6.220597932412999,6.179411013692778,5.889307586349844,6.001059227919717,6.184152776758945,6.001059227919717,5.747670986841676,5.836205651939439,6.158982191540783,5.836205651939439,5.6255298746815
6.402217503604669,6.279117561462652,6.402217503604669,6.0569030554995384,6.241784698293448,6.232610436758471,6.241784698293448,5.927557386619383,6.074579899131202,6.195097690026416,6.074579899131202,5.794701690495414,5.920029671649693,6.168873212320492,5.920029671649693,5.679816350176757
6.453895667851258,6.292490202486244,6.453895667851258,6.087804774279425,6.3041583828941175,6.2454489932153505,6.3041583828941175,5.966303229542289,6.148100570342689,6.207003490917946,6.148100570342689,5.842128863652245,6.003853691359946,6.179806251798161,6.003853691359946,5.734561671040535
6.505573832097846,6.306557103583414,6.505573832097846,6.1190321891401345,6.366532067494787,6.259176982656163,6.366532067494787,6.00545382242448,6.221621241554175,6.21994984854188,6.221621241554175,5.8899025379789425,6.087677711070199,6.191872874238834,6.087677711070199,5.789714898885992
6.5572519963444345,6.321364363436493,6.5572519963444345,6.150516433597817,6.428905752095457,6.273860864810578,6.428905752095457,6.044927994763318,6.2951419127656605,6.234027122822421,6.2951419127656605,5.9379758156909315,6.171501730780453,6.205183996156899,6.171501730780453,5.845251040312227
6.608930160591023,6.336958416358776,6.608930160591023,6.182192953748824,6.491279436696127,6.289570738870202,6.491279436696127,6.084652730984335,6.368662583977147,6.249335001310391,6.368662583977147,5.986302199925039,6.255325750490706,6.219869123457276,6.255325750490706,5.901140598291439
6.660608324837611,6.353386336435861,6.660608324837611,6.214000255512863,6.553653121296796,6.306381134037744,6.553653121296796,6.124560546740045,6.442183255188633,6.265983205660651,6.442183255188633,6.034835186916182,6.33914977020096,6.23607468490189,6.33914977020096,5.957347097723247
6.7122864890842,6.370695973861859,6.7122864890842,6.245878458440448,6.616026805897466,6.324371635406192,6.616026805897466,6.1645865555457435,6.515703926400119,6.284093194677921,6.515703926400119,6.083526100432587,6.422973789911214,6.253966277284605,6.422973789911214,6.013828312192076
6.763964653330787,6.388935900480832,6.763964653330787,6.277767719582642,6.678400490498136,6.3436272397725455,6.678400490498136,6.204665496323437,6.589224597611605,6.303799811363258,6.589224597611605,6.1323208518857255,6.5067978096214665,6.273732641377522,6.5067978096214665,6.070533566630826
6.815642817577376,6.408155127449379,6.815642817577376,6.309606525549935,6.740774175098806,6.364238384453864,6.740774175098806,6.244728668242325,6.662745268823091,6.325252618017093,6.662745268823091,6.181156249093788,6.59062182933172,6.295589691798584,6.59062182933172,6.1273990805462155
6.867320981823964,6.4284025349900284,6.867320981823964,6.341329826075687,6.803147859699475,6.386300500968206,6.803147859699475,6.2847005992477145,6.736265940034577,6.3486166992634105,6.736265940034577,6.229955592823275,6.674445849041974,6.319784232718328,6.674445849041974,6.184342003662499
6.918999146070552,6.4497259360177495,6.918999146070552,6.372866971682128,6.865521544300146,6.409912853164078,6.865521544300146,6.324495264811359,6.809786611246063,6.374072395241526,6.809786611246063,6.278623091059747,6.758269868752227,6.34659654117655,6.758269868752227,6.241252275677107
6.97067731031714,6.472170680291297,6.97067731031714,6.40413940902119,6.927895228900815,6.435176337583064,6.927895228900815,6.364011660099942,6.883307282457549,6.401813106404093,6.883307282457549,6.327036584821428,6.842093888462481,6.3763400937221055,6.842093888462481,6.297981208837889
7.022355474563729,6.495777691710187,7.022355474563729,6.435058080902803,6.990268913501485,6.462189834928565,6.990268913501485,6.403128505650933,6.956827953669035,6.432039940322417,6.956827953669035,6.3750379767673415,6.9259179081727344,6.40935562318605,6.9259179081727344,6.354325420555957
7.0740336388103175,6.520580820444506,7.0740336388103175,6.465520477570628,7.052642598102155,6.491044611309175,7.052642598102155,6.441697853473752,7.030348624880522,6.464951529084816,7.030348624880522,6.42242064620432,7.009741927882987,6.445995261407288,7.009741927882987,6.410004377243232
7.125711803056905,6.546603388262264,7.125711803056905,6.49540729543522,7.1150162827028245,6.521816199371923,7.1150162827028245,6.479537375720054,7.103869296092007,6.500726913957493,7.103869296092007,6.468913098755712,7.09356594759324,6.486590935866457,7.09356594759324,6.464629595701668
7.177389967303494,6.573853816360412,7.177389967303494,6.524578685242139,7.177389967303494,6.5545531814303395,7.177389967303494,6.516421190180029,7.177389967303494,6.539499156095673,7.177389967303494,6.514158254841474,7.177389967303494,6.531400094183876,7.177389967303494,6.5176638722178515
